MUSIC,DURATION,TITLE,CONTENT,COMMENT_COUNT,COMMENT_CONTANT,REPEAT_COUNT,LIKE_NUM,POST_USER_IMAGE,AUTHOR_USER_ID,AWEME_ID,AWEME_URL
https://sf-tk-sg.ibytedtos.com/obj/tiktok-obj/1605389850598401,15067,15秒看中国大陆,中国大陆成都春熙路商业街，成都旅游必到之处,14,"['成都太古里那边比这儿修得还要好', 'this comment has been deleted', 'this comment has been deleted', '想看看 妳推薦的 旅遊的景點', '我的家鄉', '常常去，成都駐地', '好美', '很熱鬧的地方👍', '總覺得大陸好美麗']",57,437,http://p16-tiktokcdn-com.akamaized.net/aweme/100x100/tiktok-obj/1603959572224002.webp,95974118437,6.57568E+18,https://t.tiktok.com/i18n/share/video/6575676769645366530/?region=TW&mid=6575676818338679554&u_code=dc3l0blah97la1&preview_pb=0&language=en&_d=dc4dgjjhg2l29i
,37245,光陰的故事,和我在成都的街頭走一走！,2,['成都👍'],1,63,http://p16-tiktokcdn-com.akamaized.net/aweme/100x100/tiktok-obj/1662912346277889.webp,6.66529E+18,6.77726E+18,https://t.tiktok.com/i18n/share/video/6777260028635155713/?region=TW&mid=219953099702968320&u_code=dc3l0blah97la1&preview_pb=0&language=en&_d=dc4dgjjhg2l29i
